vale transporte (jurídico),Categoria sugerida: Vale Transporte (Jurídico),vale;transporte;jurídico;vale transporte (jurídico);vale;transporte;jurídico;;;,Lançar em INPUT_DESPESA → categoria 'Vale Transporte (Jurídico)' (DRE: Jurídico).
verisure,Categoria sugerida: Verisure,verisure;;;;;;,Lançar em INPUT_DESPESA → categoria 'verisure' (DRE: verisure).
compra de equipamentos,Categoria sugerida: Compra de equipamentos,computador;pc;notebook;laptop;desktop;micro;máquina;equipamento de informática;compra de computador;compra de notebook;aquisição de equipamento;aquisição de notebook,compra de equipamentos
telefonia,Categoria sugerida: Telefonia,telefone;celular;smartphone;linha telefonica;plano de celular;chip;conta de telefone,Lançar em INPUT_DESPESA → categoria 'Telefonia' (DRE: Telefonia).
internet,Categoria sugerida: Internet,wifi;banda larga;roteador;provedor;vivo fibra;claro net;oi fibra,Lançar em INPUT_DESPESA → categoria 'Internet' (DRE: Internet).
energia,Categoria sugerida: Energia,luz;conta de luz;enel;eletricidade;energia eletrica,Lançar em INPUT_DESPESA → categoria 'Energia' (DRE: Energia).
agua,Categoria sugerida: Agua,sabesp;conta de agua;conta de água;fornecedor de agua,Lançar em INPUT_DESPESA → categoria 'Agua' (DRE: Agua).
gas,Categoria sugerida: Gas,comgas;gás encanado;fornecedor de gás,Lançar em INPUT_DESPESA → categoria 'Gas' (DRE: Gas).
lixo,Categoria sugerida: Lixo,coleta;limpeza urbana;coleta seletiva;prefeitura lixo,Lançar em INPUT_DESPESA → categoria 'Lixo' (DRE: Lixo).
transporte,Categoria sugerida: Transporte,bilhete unico;sptrans;recarga onibus;cartao onibus;metrô;trem,Lançar em INPUT_DESPESA → categoria 'Transporte' (DRE: Transporte).
